"Season","Date","HomeTeam","AwayTeam","FTR","FTHG","FTAG","HS","AS","HST","AST","HC","AC","HF","AF","HY","AY","cloud_cover","sunshine","global_radiation","max_temp","mean_temp","min_temp","precipitation","pressure","snow_depth"
"2017-2018",2018-03-11,"Arsenal","Watford","H",3,0,11,11,7,4,4,9,12,9,2,1,8,1.3,69,10.8,9.2,5.6,5.4,99090,0
"2017-2018",2018-04-01,"Arsenal","Stoke","H",3,0,24,8,11,2,6,5,9,13,1,2,8,0,54,12.2,7,4.3,12.2,101100,0
"2017-2018",2018-04-01,"Chelsea","Tottenham","A",1,3,14,12,4,7,5,5,4,11,0,1,8,0,54,12.2,7,4.3,12.2,101100,0
"2017-2018",2018-04-08,"Arsenal","Southampton","H",3,2,13,15,7,8,8,6,11,7,2,1,8,0,58,9.7,10.2,9.1,9.4,100810,0
"2017-2018",2018-04-08,"Chelsea","West Ham","D",1,1,23,5,6,2,10,6,7,11,0,1,8,0,58,9.7,10.2,9.1,9.4,100810,0
"2017-2018",2018-04-14,"Tottenham","Man City","A",1,3,8,17,3,6,5,7,11,12,3,4,4,8.6,209,15.2,13.7,8,0,101590,0
"2017-2018",2018-04-22,"Arsenal","West Ham","H",4,1,20,11,8,4,8,6,11,9,3,2,3,8.7,222,16.7,17.8,12,0,101060,0
"2017-2018",2018-04-30,"Tottenham","Watford","H",2,0,13,13,3,5,4,0,11,10,1,0,8,0,70,14.8,8,5.4,1.2,100650,0
"2017-2018",2018-05-06,"Arsenal","Burnley","H",5,0,16,6,8,2,4,5,6,7,0,1,0,13.4,298,28.1,17.7,9.1,0,102220,0
"2017-2018",2018-05-06,"Chelsea","Liverpool","H",1,0,12,10,4,5,3,1,12,9,3,2,0,13.4,298,28.1,17.7,9.1,0,102220,0
"2017-2018",2018-05-09,"Chelsea","Huddersfield","D",1,1,22,3,5,2,9,0,7,10,0,1,3,10.1,260,18,14.8,8.7,1.4,100910,0
"2017-2018",2018-05-09,"Tottenham","Newcastle","H",1,0,11,14,7,3,6,4,10,8,2,3,3,10.1,260,18,14.8,8.7,1.4,100910,0
"2017-2018",2018-05-13,"Tottenham","Leicester","H",5,4,14,16,6,9,4,4,9,13,1,2,5,5.7,201,21,13.5,8.4,0,101510,0
"2018-2019",2018-08-11,"Fulham","Crystal Palace","A",0,2,15,10,6,9,5,5,9,11,1,2,4,6.7,205,22.4,15.9,9.3,0.6,102150,0
"2018-2019",2018-08-12,"Arsenal","Man City","A",0,2,9,17,3,8,2,9,11,14,2,2,8,0,67,25.2,19.4,16.3,1.6,101070,0
"2018-2019",2018-08-18,"Chelsea","Arsenal","H",3,2,24,15,11,6,5,1,12,9,0,2,7,0.2,76,28.3,18.9,15.3,0,102080,0
"2018-2019",2018-08-18,"Tottenham","Fulham","H",3,1,25,10,11,3,5,2,9,5,0,0,7,0.2,76,28.3,18.9,15.3,0,102080,0
"2018-2019",2018-08-25,"Arsenal","West Ham","H",3,1,17,13,10,5,10,2,16,13,1,3,2,8.5,211,18.4,14.1,8.2,0,101490,0
"2018-2019",2018-08-26,"Fulham","Burnley","H",4,2,25,12,12,2,6,4,11,8,2,1,8,0,60,19.7,14.6,10.8,11,100950,0
"2018-2019",2018-09-01,"Chelsea","Bournemouth","H",2,0,24,8,6,1,7,6,10,7,2,2,0,12.2,231,24.8,18.1,11.8,0,102530,0
"2018-2019",2018-09-15,"Chelsea","Cardiff","H",4,1,18,6,7,2,5,4,8,10,0,0,4,6.9,154,24.2,16.2,10.4,0,102320,0
"2018-2019",2018-09-15,"Tottenham","Liverpool","A",1,2,11,17,3,10,5,4,17,16,0,0,4,6.9,154,24.2,16.2,10.4,0,102320,0
"2018-2019",2018-09-22,"Fulham","Watford","D",1,1,15,11,3,6,8,8,11,9,2,1,8,0,44,14.9,11.9,10.6,18.2,101760,0
"2018-2019",2018-09-23,"Arsenal","Everton","H",2,0,9,9,5,6,5,9,17,12,2,1,5,3.8,108,16.2,11.9,9,2.4,101960,0
"2018-2019",2018-09-29,"Arsenal","Watford","H",2,0,9,13,2,4,6,6,11,17,2,2,0,10.1,160,15.4,11.8,5.3,0,102800,0
"2018-2019",2018-09-29,"Chelsea","Liverpool","D",1,1,10,13,4,6,4,4,7,9,0,2,0,10.1,160,15.4,11.8,5.3,0,102800,0
"2018-2019",2018-10-06,"Tottenham","Cardiff","H",1,0,19,8,7,6,6,2,7,11,2,1,7,0,36,14.6,10.3,10.3,10.4,101180,0
"2018-2019",2018-10-07,"Fulham","Arsenal","A",1,5,21,9,4,7,4,2,11,12,2,0,1,7.9,128,17.3,10.1,5.6,0,102240,0
"2018-2019",2018-10-20,"Chelsea","Man United","D",2,2,21,7,6,4,5,3,9,17,2,5,4,7.5,104,19.1,12.3,6.1,0,103080,0
"2018-2019",2018-10-22,"Arsenal","Leicester","H",3,1,19,8,6,2,6,4,10,10,2,2,1,9.1,112,16,10.2,6.8,0,103630,0
"2018-2019",2018-10-27,"Fulham","Bournemouth","A",0,3,11,12,1,5,5,5,16,3,2,1,4,3.8,68,10.7,4.7,2.3,0.6,101440,0
"2018-2019",2018-10-29,"Tottenham","Man City","A",0,1,4,13,1,6,3,6,13,13,2,2,2,7.2,90,9.1,5.7,1.9,0,100760,0
"2018-2019",2018-11-03,"Arsenal","Liverpool","D",1,1,12,13,4,4,5,8,7,7,1,1,3,5.5,73,13.6,8.7,2.7,0,102280,0
"2018-2019",2018-11-04,"Chelsea","Crystal Palace","H",3,1,15,7,6,2,4,2,6,13,0,1,7,0.5,31,16.3,10.8,7.9,0,101060,0
"2018-2019",2018-11-11,"Arsenal","Wolves","D",1,1,10,12,3,5,11,2,9,16,2,2,3,5.5,65,14.8,10,5.8,0.6,99920,0
"2018-2019",2018-11-11,"Chelsea","Everton","D",0,0,15,6,4,1,5,5,7,11,4,3,3,5.5,65,14.8,10,5.8,0.6,99920,0
"2018-2019",2018-11-24,"Fulham","Southampton","H",3,2,10,19,5,8,2,5,10,6,2,3,8,0,16,8.6,8,6.6,0,100980,0
"2018-2019",2018-11-24,"Tottenham","Chelsea","H",3,1,18,13,9,2,4,4,19,12,0,3,8,0,16,8.6,8,6.6,0,100980,0
"2018-2019",2018-12-02,"Arsenal","Tottenham","H",4,2,22,11,7,6,8,5,15,17,3,3,7,1.2,25,13.7,12.7,9.6,0,99720,0
"2018-2019",2018-12-02,"Chelsea","Fulham","H",2,0,16,9,9,4,4,6,8,17,2,1,7,1.2,25,13.7,12.7,9.6,0,99720,0
"2018-2019",2018-12-05,"Fulham","Leicester","D",1,1,25,13,7,5,10,8,12,7,0,0,8,0,13,13.3,8.4,3.8,1,101410,0
"2018-2019",2018-12-05,"Tottenham","Southampton","H",3,1,13,18,8,5,8,6,7,5,0,0,8,0,13,13.3,8.4,3.8,1,101410,0
"2018-2019",2018-12-08,"Arsenal","Huddersfield","H",1,0,14,6,2,0,7,1,13,20,5,4,4,0.7,20,11,9.7,6.8,1.6,100240,0
"2018-2019",2018-12-08,"Chelsea","Man City","H",2,0,8,14,5,4,1,13,12,11,2,0,4,0.7,20,11,9.7,6.8,1.6,100240,0
"2019-2020",2019-08-10,"Tottenham","Aston Villa","H",3,1,31,7,7,4,14,0,13,9,1,0,6,5.6,190,23.2,20.1,16.6,1.4,100420,0
"2019-2020",2019-08-17,"Arsenal","Burnley","H",2,1,16,18,9,5,10,7,13,11,2,1,5,7.5,209,22.5,19.6,15,1,100460,0
"2019-2020",2019-08-18,"Chelsea","Leicester","D",1,1,14,12,5,3,4,5,9,14,1,0,6,3.7,153,22.4,18.6,14.6,4.8,100550,0
"2019-2020",2019-08-25,"Tottenham","Newcastle","A",0,1,17,8,2,3,6,6,10,5,2,2,2,11,240,33.2,24.8,16.3,0,101780,0
"2019-2020",2019-08-31,"Chelsea","Sheffield United","D",2,2,13,8,5,2,3,4,6,11,0,1,3,5.7,167,21.6,18.6,12.3,0,101260,0
"2019-2020",2019-09-01,"Arsenal","Tottenham","D",2,2,26,13,8,9,11,6,13,19,3,5,3,8.6,193,23.6,16.4,11.3,0,101800,0
"2019-2020",2019-09-14,"Tottenham","Crystal Palace","H",4,0,13,11,5,6,4,3,19,11,4,2,0,10.9,195,26.6,16.6,9.1,0,103210,0
"2019-2020",2019-09-22,"Arsenal","Aston Villa","H",3,2,21,14,6,9,9,4,13,15,5,1,6,0.4,58,20.1,20.6,17.3,1.6,100440,0
"2019-2020",2019-09-22,"Chelsea","Liverpool","A",1,2,13,6,2,3,6,4,8,13,3,3,6,0.4,58,20.1,20.6,17.3,1.6,100440,0
"2019-2020",2019-09-28,"Chelsea","Brighton","H",2,0,24,8,10,1,5,2,5,13,2,3,6,0.3,51,19.8,15.8,12,4.6,100800,0
"2019-2020",2019-09-28,"Tottenham","Southampton","H",2,1,9,14,4,6,6,6,5,16,0,2,6,0.3,51,19.8,15.8,12,4.6,100800,0
"2019-2020",2019-10-06,"Arsenal","Bournemouth","H",1,0,12,10,2,2,14,5,12,6,1,2,7,4.7,101,16.9,14.4,11.6,1,101110,0
"2019-2020",2019-10-19,"Chelsea","Newcastle","H",1,0,16,5,8,0,11,0,9,12,2,1,3,6.7,100,12.1,12.7,9.5,0.6,100100,0
"2019-2020",2019-10-19,"Tottenham","Watford","D",1,1,12,7,2,2,11,2,5,9,4,3,3,6.7,100,12.1,12.7,9.5,0.6,100100,0
"2019-2020",2019-10-27,"Arsenal","Crystal Palace","D",2,2,15,10,6,4,12,5,18,9,2,0,2,5.3,80,11,8,4,0,102330,0
"2019-2020",2019-11-02,"Arsenal","Wolves","D",1,1,10,25,4,8,8,9,6,15,0,2,7,0.3,29,12.4,12,10,4.2,98080,0
"2019-2020",2019-11-09,"Chelsea","Crystal Palace","H",2,0,23,3,5,1,7,0,9,17,3,2,6,0.4,27,11.1,4.1,0.4,12.4,100600,0
"2019-2020",2019-11-09,"Tottenham","Sheffield United","D",1,1,17,14,5,4,4,4,6,9,2,2,6,0.4,27,11.1,4.1,0.4,12.4,100600,0
"2019-2020",2019-11-23,"Arsenal","Southampton","D",2,2,12,21,5,6,6,8,13,19,6,2,7,0,16,11.8,9.2,7.6,3.4,99370,0
"2019-2020",2019-11-30,"Chelsea","West Ham","A",0,1,19,5,6,4,9,3,0,16,0,3,3,3.8,43,7.5,3.1,-0.8,0,102150,0
"2019-2020",2019-11-30,"Tottenham","Bournemouth","H",3,2,15,20,5,6,4,8,10,12,0,2,3,3.8,43,7.5,3.1,-0.8,0,102150,0
"2019-2020",2019-12-04,"Chelsea","Aston Villa","H",2,1,25,9,9,3,9,5,18,10,2,1,1,5.4,47,12.1,4.6,0.2,0.2,102110,0
"2019-2020",2019-12-05,"Arsenal","Brighton","A",1,2,12,20,5,9,9,9,10,11,3,1,7,0.5,19,13.8,5.4,-1.3,3.8,101880,0
"2019-2020",2019-12-07,"Tottenham","Burnley","H",5,0,13,7,7,1,1,1,12,8,1,1,7,0.3,17,11.2,9.3,6.8,2,101220,0
"2019-2020",2019-12-14,"Chelsea","Bournemouth","A",0,1,18,11,5,2,9,4,9,14,1,2,4,2.6,31,10.3,6.5,3.9,10.8,98950,0
"2019-2020",2019-12-15,"Arsenal","Man City","A",0,3,6,14,1,7,3,3,9,24,1,4,4,4,38,9,7.5,4.8,8.4,99510,0
"2019-2020",2019-12-22,"Tottenham","Chelsea","A",0,2,5,13,1,3,3,5,9,11,4,3,6,2.2,29,10.9,8.3,7.1,0,98480,0
"2019-2020",2019-12-26,"Tottenham","Brighton","H",2,1,11,11,5,5,9,2,10,9,4,2,7,0.1,14,8.3,5.8,1.5,2.6,101650,0
"2019-2020",2019-12-26,"Chelsea","Southampton","A",0,2,10,5,3,3,8,1,10,9,3,2,7,0.1,14,8.3,5.8,1.5,2.6,101650,0
"2019-2020",2019-12-29,"Arsenal","Chelsea","A",1,2,7,13,2,4,2,3,13,19,5,4,6,2.2,29,11.5,8.7,7.4,0,103360,0
"2019-2020",2020-01-01,"Arsenal","Man United","H",2,0,10,10,4,4,1,4,11,15,2,0,8,0,13,6.6,4.1,1.7,0,102980,NA
"2019-2020",2020-01-11,"Chelsea","Burnley","H",3,0,18,7,8,2,10,3,7,4,0,3,7,3.5,43,11,8,5,0.6,102260,NA
"2019-2020",2020-01-11,"Tottenham","Liverpool","A",0,1,14,13,4,7,4,3,4,8,0,2,7,3.5,43,11,8,5,0.6,102260,NA
"2019-2020",2020-01-18,"Arsenal","Sheffield United","D",1,1,11,12,4,4,4,5,9,13,1,2,2,2.7,43,8,4.6,1.2,0,102620,NA
"2019-2020",2020-01-21,"Chelsea","Arsenal","D",2,2,19,2,8,2,17,5,11,6,2,1,1,3.8,53,8.1,3,-2,0,104260,NA
"2019-2020",2020-01-22,"Tottenham","Norwich","H",2,1,14,12,3,2,7,3,12,7,0,1,8,5.6,58,8.1,4.3,0.6,0.2,103810,NA
"2019-2020",2020-02-02,"Tottenham","Man City","H",2,0,3,18,3,5,2,6,8,14,2,3,7,3.3,64,13.4,9.9,6.4,0.6,100750,NA
"2019-2020",2020-02-16,"Arsenal","Newcastle","H",4,0,15,10,7,2,5,6,15,9,2,0,6,0,20,13.1,12.5,12,12.2,99490,NA
"2019-2020",2020-02-17,"Chelsea","Man United","A",0,2,17,9,1,3,9,8,11,11,4,3,7,0.2,29,11.5,8.4,5.4,0.2,100830,NA
"2020-2021",2020-09-12,"Fulham","Arsenal","A",0,3,5,13,2,6,2,3,12,12,2,2,5,5.5,184,22.7,17.5,12.4,0,101870,NA
"2020-2021",2020-09-12,"West Ham","Newcastle","A",0,2,15,15,3,2,8,7,13,7,2,2,5,5.5,184,22.7,17.5,12.4,0,101870,NA
"2020-2021",2020-09-13,"Tottenham","Everton","A",0,1,9,15,5,4,5,3,15,7,1,0,2,9.6,213,25.6,19.2,12.9,0,102310,NA
"2020-2021",2020-09-19,"Arsenal","West Ham","H",2,1,7,14,3,3,7,5,11,13,0,1,2,10.7,212,25.2,18.9,12.6,0,101750,NA
"2020-2021",2020-09-20,"Chelsea","Liverpool","A",0,2,5,18,3,6,1,11,10,6,0,0,0,10.9,202,25.2,19.4,13.7,0,101840,NA
"2020-2021",2020-09-27,"Tottenham","Newcastle","D",1,1,23,6,12,1,10,4,15,9,1,4,7,5,146,14.6,12.6,10.6,0,101260,NA
"2020-2021",2020-09-27,"West Ham","Wolves","H",4,0,15,11,7,2,1,3,7,11,0,1,7,5,146,14.6,12.6,10.6,0,101260,NA
"2020-2021",2020-09-28,"Fulham","Aston Villa","A",0,3,16,12,3,5,5,3,18,14,6,3,3,1.6,92,18.2,13.2,8.2,2,101360,NA
"2020-2021",2020-10-03,"Chelsea","Crystal Palace","H",4,0,17,4,6,0,8,5,17,13,2,0,8,0,30,15.9,14.4,12.9,31,98680,NA
"2020-2021",2020-10-04,"Arsenal","Sheffield United","H",2,1,6,6,5,2,2,4,3,9,0,1,8,0.3,57,11.1,10,8.9,5,98210,NA
"2020-2021",2020-10-17,"Chelsea","Southampton","D",3,3,11,13,5,6,6,2,11,9,1,1,7,2.7,75,12.6,11.1,9.6,0,102270,NA
"2020-2021",2020-10-18,"Tottenham","West Ham","D",3,3,11,13,6,4,3,7,13,12,0,5,7,0,51,13,9.9,6.9,0,102390,NA
"2020-2021",2020-10-24,"West Ham","Man City","D",1,1,6,14,2,7,2,10,14,6,2,0,7,2,59,16.2,12.1,8,21,100340,NA
"2020-2021",2020-10-24,"Fulham","Crystal Palace","A",1,2,16,14,3,10,4,4,11,11,0,1,7,2,59,16.2,12.1,8,21,100340,NA
"2020-2021",2020-10-25,"Arsenal","Leicester","A",0,1,12,6,4,2,9,3,13,9,3,5,1,0.9,48,13,10.2,7.4,0.8,99620,NA
"2020-2021",2020-11-01,"Tottenham","Brighton","H",2,1,9,6,3,2,4,5,14,13,2,1,8,0.7,29,17.2,13.7,10.2,0.4,100450,NA
"2020-2021",2020-11-02,"Fulham","West Brom","H",2,0,13,10,6,1,5,2,13,11,3,2,4,0.7,37,17.1,16.6,16.1,3.8,100360,NA
"2020-2021",2020-11-07,"Chelsea","Sheffield United","H",4,1,20,6,9,3,6,7,5,14,0,2,4,2.9,67,15.4,9.7,4.1,0.2,102040,NA
"2020-2021",2020-11-07,"West Ham","Fulham","H",1,0,16,13,7,3,9,5,10,9,2,2,4,2.9,67,15.4,9.7,4.1,0.2,102040,NA
"2020-2021",2020-11-08,"Arsenal","Aston Villa","A",0,3,13,15,2,6,3,8,11,13,0,0,7,4.8,71,14.1,11.3,8.6,2,101810,NA
"2020-2021",2020-11-21,"Tottenham","Man City","H",2,0,4,22,2,5,0,10,13,19,2,2,7,0,27,12.6,11.1,9.6,0.2,102720,NA
"2020-2021",2020-11-22,"Fulham","Everton","A",2,3,14,9,6,7,2,5,14,10,2,0,6,0.4,32,11.1,10.2,9.4,0.2,102630,NA
"2020-2021",2020-11-29,"Chelsea","Tottenham","D",0,0,13,5,3,1,3,3,20,9,4,2,8,0,20,8.2,8.2,8.2,0,102540,NA
"2020-2021",2020-11-29,"Arsenal","Wolves","A",1,2,13,11,2,5,8,4,13,13,3,4,8,0,20,8.2,8.2,8.2,0,102540,NA
"2020-2021",2020-11-30,"West Ham","Aston Villa","H",2,1,6,16,2,6,3,7,20,7,1,1,7,0,17,10.2,7.6,5.1,0,102480,NA
"2020-2021",2020-12-05,"West Ham","Man United","A",1,3,19,15,6,6,5,4,9,10,0,0,2,0.8,26,8.1,5.6,3.1,0,98950,NA
"2020-2021",2020-12-05,"Chelsea","Leeds","H",3,1,23,8,11,3,8,4,12,9,0,2,2,0.8,26,8.1,5.6,3.1,0,98950,NA
"2020-2021",2020-12-06,"Tottenham","Arsenal","H",2,0,6,11,3,2,3,9,16,12,1,2,7,2.4,37,5.2,3.6,2,0.2,100130,NA
"2020-2021",2020-12-13,"Fulham","Liverpool","D",1,1,10,12,5,6,6,8,9,5,3,1,8,0,27,11.1,5.8,0.5,6,100340,NA
"2020-2021",2020-12-13,"Arsenal","Burnley","A",0,1,18,10,6,2,13,4,5,11,2,1,8,0,27,11.1,5.8,0.5,6,100340,NA
"2020-2021",2020-12-16,"Arsenal","Southampton","D",1,1,9,13,4,3,2,7,13,13,1,3,7,3.1,36,10.6,8.6,6.6,3.2,100710,NA
"2020-2021",2020-12-16,"Fulham","Brighton","D",0,0,9,9,4,4,1,8,15,11,1,0,7,3.1,36,10.6,8.6,6.6,3.2,100710,NA
"2020-2021",2020-12-16,"West Ham","Crystal Palace","D",1,1,9,8,2,2,5,3,8,12,0,1,7,3.1,36,10.6,8.6,6.6,3.2,100710,NA
"2020-2021",2020-12-20,"Tottenham","Leicester","A",0,2,8,17,3,4,5,3,15,14,2,2,1,3.3,37,10.6,8.6,6.7,0.6,101170,NA
"2020-2021",2020-12-21,"Chelsea","West Ham","H",3,0,11,6,7,0,5,4,11,6,0,0,8,3.9,37,13.9,9.5,5.1,3,100770,NA
"2020-2021",2020-12-26,"Fulham","Southampton","D",0,0,10,3,1,2,6,3,15,12,2,0,NA,2.1,38,10,4.9,-0.1,12,101960,NA
"2020-2021",2020-12-26,"Arsenal","Chelsea","H",3,1,15,19,7,3,7,9,13,10,2,1,NA,2.1,38,10,4.9,-0.1,12,101960,NA
"2020-2021",2020-12-27,"West Ham","Brighton","D",2,2,11,13,4,4,5,4,6,8,0,0,1,0.9,32,7.5,7.5,7.6,2,98000,NA
"2020-2021",2020-12-28,"Chelsea","Aston Villa","D",1,1,16,10,5,2,11,4,16,3,3,1,7,3.7,38,3.6,1.1,-1.3,0.2,97370,NA
"2020-2021",2021-01-02,"Tottenham","Leeds","H",3,0,20,18,7,5,3,5,15,13,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-01-03,"Chelsea","Man City","A",1,3,9,18,2,6,5,3,11,10,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-01-13,"Tottenham","Fulham","D",1,1,15,15,6,4,6,5,13,15,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-01-14,"Arsenal","Crystal Palace","D",0,0,11,12,4,2,7,3,10,11,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-01-16,"West Ham","Burnley","H",1,0,15,10,4,2,7,4,12,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-01-16,"Fulham","Chelsea","A",0,1,10,21,3,6,1,12,11,10,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-01-18,"Arsenal","Newcastle","H",3,0,20,4,6,1,7,2,9,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-01-19,"West Ham","West Brom","H",2,1,14,6,6,2,3,1,10,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-01-20,"Fulham","Man United","A",1,2,12,15,5,5,2,8,6,10,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-01-27,"Chelsea","Wolves","D",0,0,14,4,5,0,13,1,14,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-01-28,"Tottenham","Liverpool","A",1,3,3,14,2,7,1,2,9,11,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-01-30,"Arsenal","Man United","D",0,0,17,14,3,3,4,7,9,16,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-01-31,"Chelsea","Burnley","H",2,0,19,1,8,0,4,2,7,9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-01-31,"West Ham","Liverpool","A",1,3,8,14,2,5,6,5,7,8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-02-03,"Fulham","Leicester","A",0,2,8,9,1,5,5,2,17,10,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-02-04,"Tottenham","Chelsea","A",0,1,7,18,2,2,2,7,20,14,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-02-06,"Fulham","West Ham","D",0,0,20,8,2,1,7,3,11,10,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-02-07,"Tottenham","West Brom","H",2,0,13,4,6,1,8,0,16,12,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-02-14,"Arsenal","Leeds","H",4,2,13,9,5,5,4,5,8,17,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-02-15,"West Ham","Sheffield United","H",3,0,13,8,9,5,7,7,11,12,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-02-15,"Chelsea","Newcastle","H",2,0,18,10,5,4,10,5,9,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-02-20,"Fulham","Sheffield United","H",1,0,15,4,7,2,6,4,11,14,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-02-21,"West Ham","Tottenham","H",2,1,4,20,4,4,5,7,14,7,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-02-21,"Arsenal","Man City","A",0,1,7,15,1,3,1,3,11,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-02-28,"Tottenham","Burnley","H",4,0,16,10,7,3,3,4,6,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-02-28,"Chelsea","Man United","D",0,0,18,11,6,4,3,4,11,12,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-03-04,"Fulham","Tottenham","A",0,1,11,9,3,2,4,1,13,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-03-07,"Tottenham","Crystal Palace","H",4,1,12,5,5,1,1,5,8,17,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-03-08,"Chelsea","Everton","H",2,0,19,7,9,1,7,3,11,12,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-03-08,"West Ham","Leeds","H",2,0,16,17,5,2,6,6,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-03-13,"Fulham","Man City","A",0,3,3,8,0,7,4,2,14,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-03-14,"Arsenal","Tottenham","H",2,1,13,6,3,3,6,3,12,14,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-03-19,"Fulham","Leeds","A",1,2,13,13,6,4,13,7,13,12,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-03-21,"West Ham","Arsenal","D",3,3,15,16,5,7,3,5,18,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-04-03,"Chelsea","West Brom","A",2,5,18,14,8,7,10,3,11,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-04-03,"Arsenal","Liverpool","A",0,3,3,16,2,7,1,2,10,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-04-09,"Fulham","Wolves","A",0,1,14,7,3,3,3,4,11,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-04-11,"West Ham","Leicester","H",3,2,4,15,4,5,1,9,7,13,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-04-11,"Tottenham","Man United","A",1,3,12,12,3,7,7,5,11,15,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-04-18,"Arsenal","Fulham","D",1,1,18,3,5,1,11,1,9,11,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-04-20,"Chelsea","Brighton","D",0,0,7,11,4,2,0,3,8,9,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-04-21,"Tottenham","Southampton","H",2,1,12,10,3,5,5,5,10,14,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-04-23,"Arsenal","Everton","A",0,1,14,8,3,1,7,3,13,10,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-04-24,"West Ham","Chelsea","A",0,1,9,17,2,6,4,2,9,11,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-05-01,"Chelsea","Fulham","H",2,0,9,10,5,3,1,8,15,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-05-02,"Tottenham","Sheffield United","H",4,0,20,8,11,1,6,6,8,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-05-09,"West Ham","Everton","A",0,1,11,9,0,3,5,6,8,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-05-09,"Arsenal","West Brom","H",3,1,15,12,7,1,6,6,7,9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-05-10,"Fulham","Burnley","A",0,2,21,14,3,5,8,4,11,10,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-05-12,"Chelsea","Arsenal","A",0,1,19,5,5,2,9,1,7,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-05-16,"Tottenham","Wolves","H",2,0,24,15,13,3,10,3,8,11,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021",2021-05-18,"Chelsea","Leicester","H",2,1,17,7,6,3,6,5,15,16,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
