"Season","Date","HomeTeam","AwayTeam","FTR","FTHG","FTAG","HS","AS","HST","AST","HC","AC","HF","AF","HY","AY","cloud_cover","sunshine","global_radiation","max_temp","mean_temp","min_temp","precipitation","pressure","snow_depth"
"2006-2007",2006-08-26,"Tottenham","Everton","A",0,2,15,6,6,2,7,2,9,12,1,1,7,1.2,99,21.2,17.4,13.7,0,100890,NA
"2006-2007",2006-09-09,"Arsenal","Middlesbrough","D",1,1,20,1,12,1,15,0,5,17,1,6,1,7.4,168,22.7,17.3,11.9,0,102490,NA
"2006-2007",2006-09-09,"Chelsea","Charlton","H",2,1,19,3,6,2,6,3,12,7,2,1,1,7.4,168,22.7,17.3,11.9,0,102490,NA
"2006-2007",2006-09-10,"West Ham","Aston Villa","D",1,1,7,10,1,6,3,5,15,9,2,2,1,11.6,209,27.1,19,11,0,102070,NA
"2006-2007",2006-09-16,"Charlton","Portsmouth","A",0,1,18,12,5,5,9,4,6,10,0,2,8,0.1,53,21.3,18.6,15.9,0,101060,NA
"2006-2007",2006-09-17,"Chelsea","Liverpool","H",1,0,4,9,3,6,1,3,13,17,3,2,4,8.8,170,24.1,19.8,15.4,0,101190,NA
"2006-2007",2006-09-17,"Tottenham","Fulham","D",0,0,18,8,8,3,12,2,11,20,2,2,4,8.8,170,24.1,19.8,15.4,0,101190,NA
"2006-2007",2006-09-17,"West Ham","Newcastle","A",0,2,10,16,7,9,5,6,11,11,3,3,4,8.8,170,24.1,19.8,15.4,0,101190,NA
"2006-2007",2006-09-23,"Arsenal","Sheffield United","H",3,0,14,5,11,4,7,2,11,8,2,1,2,8.6,158,23.5,18.2,12.9,5,100850,NA
"2006-2007",2006-09-30,"Charlton","Arsenal","A",1,2,10,21,6,12,4,7,19,8,4,4,6,4.6,108,19.4,15.6,11.8,11.4,100580,NA
"2006-2007",2006-09-30,"Chelsea","Aston Villa","D",1,1,18,9,10,5,7,5,13,14,0,2,6,4.6,108,19.4,15.6,11.8,11.4,100580,NA
"2006-2007",2006-10-01,"Tottenham","Portsmouth","H",2,1,8,9,6,6,6,10,8,10,0,0,5,4.5,106,19.5,17.3,15.1,2,100210,NA
"2006-2007",2006-10-01,"West Ham","Reading","A",0,1,13,2,8,1,10,5,8,7,4,2,5,4.5,106,19.5,17.3,15.1,2,100210,NA
"2006-2007",2006-10-14,"Arsenal","Watford","H",3,0,15,9,7,3,8,4,6,14,0,1,4,2.4,69,18.9,14,9.2,0,102810,NA
"2006-2007",2006-10-21,"Charlton","Watford","D",0,0,16,8,8,3,9,9,13,17,2,0,5,5,85,18.2,15.6,13.1,0.2,99540,NA
"2006-2007",2006-10-21,"Chelsea","Portsmouth","H",2,1,26,10,18,1,9,5,6,12,3,2,5,5,85,18.2,15.6,13.1,0.2,99540,NA
"2006-2007",2006-10-22,"Tottenham","West Ham","H",1,0,13,5,5,2,9,9,14,15,3,4,5,0,27,16.2,14.2,12.1,7.4,99310,NA
"2006-2007",2006-10-28,"Arsenal","Everton","D",1,1,26,2,12,2,16,3,6,21,2,3,8,0,25,17.3,13.4,9.5,0,102150,0
"2006-2007",2006-10-29,"West Ham","Blackburn","H",2,1,9,13,5,7,5,8,16,10,1,1,4,7.8,94,16.4,14.7,13,0,102400,0
"2006-2007",2006-11-04,"Charlton","Man City","H",1,0,18,15,11,9,5,12,10,9,1,2,0,7,81,11.9,5.8,-0.4,0,103520,0
"2006-2007",2006-11-05,"Tottenham","Chelsea","H",2,1,8,17,3,10,7,10,15,15,3,5,1,5.5,71,13.5,7.5,1.5,0.2,103170,0
"2006-2007",2006-11-05,"West Ham","Arsenal","H",1,0,11,11,5,5,8,3,11,8,3,2,1,5.5,71,13.5,7.5,1.5,0.2,103170,0
"2006-2007",2006-11-11,"Chelsea","Watford","H",4,0,14,2,8,1,9,4,13,14,1,1,6,2.1,43,11.2,8.4,5.6,0,101830,NA
"2006-2007",2006-11-12,"Arsenal","Liverpool","H",3,0,7,10,7,4,2,6,7,12,2,3,4,2.1,42,14.2,10.3,6.4,0.8,102050,0
"2006-2007",2006-11-18,"Arsenal","Newcastle","D",1,1,23,2,10,1,11,1,10,9,2,5,1,7.4,69,10.5,7.3,4.1,0,101170,0
"2006-2007",2006-11-18,"Chelsea","West Ham","H",1,0,19,7,9,1,5,6,10,8,1,4,1,7.4,69,10.5,7.3,4.1,0,101170,0
"2006-2007",2006-11-25,"Charlton","Everton","D",1,1,16,9,8,6,6,7,16,13,2,0,6,1.5,31,13.6,11.6,9.6,10.4,99130,0
"2006-2007",2006-11-25,"West Ham","Sheffield United","H",1,0,12,13,7,5,5,9,16,22,2,4,6,1.5,31,13.6,11.6,9.6,10.4,99130,0
"2006-2007",2006-11-26,"Tottenham","Wigan","H",3,1,11,10,6,5,3,2,12,17,2,4,5,0.4,21,13.3,10.5,7.7,13.4,101050,0
"2006-2007",2006-12-02,"Arsenal","Tottenham","H",3,0,6,7,5,4,3,2,15,15,1,2,5,1.4,26,11.4,10.6,9.8,5,101050,0
"2006-2007",2006-12-05,"Charlton","Blackburn","H",1,0,13,5,10,3,5,4,10,12,1,2,5,0,13,13.2,10.8,8.5,1.4,99200,NA
"2006-2007",2006-12-05,"Tottenham","Middlesbrough","H",2,1,22,6,11,3,7,5,10,16,0,3,5,0,13,13.2,10.8,8.5,1.4,99200,NA
"2006-2007",2006-12-06,"West Ham","Wigan","A",0,2,13,9,6,4,7,9,12,16,0,3,3,4.6,42,11.7,10,8.4,7.8,100110,NA
"2006-2007",2006-12-09,"Tottenham","Charlton","H",5,1,13,12,9,3,5,9,7,11,2,4,1,5.6,46,8.8,5.4,1.9,0,101180,0
"2006-2007",2006-12-10,"Chelsea","Arsenal","D",1,1,20,11,7,4,4,5,16,16,2,2,4,2.1,29,12.7,6.4,0.1,3.8,102290,0
"2006-2007",2006-12-13,"Chelsea","Newcastle","H",1,0,15,6,8,1,7,2,16,13,2,2,7,0,12,12.9,9.6,6.4,0,102100,0
"2006-2007",2006-12-16,"Arsenal","Portsmouth","D",2,2,14,7,8,5,7,4,13,13,0,2,3,4.9,42,8.3,6.5,4.7,0.2,102170,0
"2006-2007",2006-12-16,"Charlton","Liverpool","A",0,3,7,22,2,10,2,8,9,5,1,1,3,4.9,42,8.3,6.5,4.7,0.2,102170,0
"2006-2007",2006-12-17,"West Ham","Man United","H",1,0,10,19,4,11,1,11,25,10,3,2,2,5.9,46,8.9,4.8,0.7,0.8,102690,0
"2006-2007",2006-12-23,"Arsenal","Blackburn","H",6,2,18,11,12,7,7,6,14,14,3,3,8,0,12,5.6,1.8,-2.1,0,104160,0
"2006-2007",2006-12-26,"Chelsea","Reading","D",2,2,16,6,5,1,6,7,14,9,1,1,8,0,12,7.2,6.2,5.1,0.2,103350,0
"2006-2007",2006-12-26,"Tottenham","Aston Villa","H",2,1,12,9,10,7,4,4,12,14,1,2,8,0,12,7.2,6.2,5.1,0.2,103350,0
"2006-2007",2006-12-26,"West Ham","Portsmouth","A",1,2,14,12,7,6,6,4,12,13,2,1,8,0,12,7.2,6.2,5.1,0.2,103350,0
"2006-2007",2006-12-27,"Charlton","Fulham","D",2,2,12,15,7,9,4,9,14,15,0,0,7,0.1,14,10.2,7,3.9,0.4,102940,NA
"2006-2007",2006-12-30,"Charlton","Aston Villa","H",2,1,14,6,8,2,7,4,10,10,2,1,5,3.1,34,13.1,10,6.8,12.2,100640,0
"2006-2007",2006-12-30,"Chelsea","Fulham","D",2,2,15,11,4,6,5,5,14,11,1,1,5,3.1,34,13.1,10,6.8,12.2,100640,0
"2006-2007",2006-12-30,"Tottenham","Liverpool","A",0,1,9,10,3,5,2,3,5,21,0,0,5,3.1,34,13.1,10,6.8,12.2,100640,0
"2006-2007",2006-12-30,"West Ham","Man City","A",0,1,12,7,6,5,6,2,12,15,1,2,5,3.1,34,13.1,10,6.8,12.2,100640,0
"2006-2007",2007-01-02,"Arsenal","Charlton","H",4,0,16,4,10,2,8,2,13,9,0,1,2,3.9,39,9.8,6.8,3.9,0,102360,0
"2006-2007",2007-01-13,"Charlton","Middlesbrough","A",1,3,16,12,9,9,5,3,12,15,3,1,7,0.1,16,12,11,10.1,1.8,101760,0
"2006-2007",2007-01-13,"Chelsea","Wigan","H",4,0,12,2,6,1,7,3,15,17,1,3,7,0.1,16,12,11,10.1,1.8,101760,0
"2006-2007",2007-01-13,"West Ham","Fulham","D",3,3,10,9,7,6,8,5,20,21,3,6,7,0.1,16,12,11,10.1,1.8,101760,0
"2006-2007",2007-01-14,"Tottenham","Newcastle","A",2,3,25,12,17,7,5,3,8,9,1,4,0,5.4,51,10.6,7.4,4.2,0,102780,0
"2006-2007",2007-01-21,"Arsenal","Man United","H",2,1,18,10,11,6,8,6,13,11,1,3,2,4.7,51,8.5,6.6,4.7,0.2,101040,0
"2006-2007",2007-01-30,"West Ham","Liverpool","A",1,2,13,15,6,9,4,9,11,8,1,1,8,0,19,8.4,7.6,6.9,0,102660,0
"2006-2007",2007-01-31,"Chelsea","Blackburn","H",3,0,18,6,15,4,3,9,12,11,0,1,2,6.5,70,11.1,6.1,1.1,0,102390,0
"2006-2007",2007-02-03,"Charlton","Chelsea","A",0,1,8,17,5,8,6,5,7,8,0,1,0,8.1,82,10.6,5.4,0.2,0,103910,0
"2006-2007",2007-02-04,"Tottenham","Man United","A",0,4,10,12,5,7,5,7,8,16,2,3,3,3,51,6.9,2.8,-1.2,0,103110,0
"2006-2007",2007-02-10,"Chelsea","Middlesbrough","H",3,0,15,3,5,0,5,1,6,11,0,1,8,0.7,35,10.1,5.8,1.5,6,99590,NA
"2006-2007",2007-02-10,"West Ham","Watford","A",0,1,23,8,10,5,10,4,17,23,4,2,8,0.7,35,10.1,5.8,1.5,6,99590,NA
"2006-2007",2007-02-11,"Arsenal","Wigan","H",2,1,10,8,3,2,10,1,9,15,6,3,7,2.2,50,11.3,8.4,5.5,5.8,99120,0
"2006-2007",2007-02-24,"Charlton","West Ham","H",4,0,12,11,5,8,7,6,13,7,3,2,8,1,47,11.6,10,8.3,5.8,99280,0
"2006-2007",2007-02-25,"Tottenham","Bolton","H",4,1,14,10,10,6,5,5,2,17,0,4,8,0.1,33,10.7,8.1,5.5,5.6,99630,0
"2006-2007",2007-03-03,"Arsenal","Reading","H",2,1,16,7,9,4,16,7,8,14,1,1,4,6.3,117,12.9,8.7,4.5,0.4,100540,0
"2006-2007",2007-03-04,"West Ham","Tottenham","A",3,4,12,12,6,7,6,3,15,12,6,1,6,0,36,12.5,7.6,2.8,10.4,100770,0
"2006-2007",2007-03-17,"Chelsea","Sheffield United","H",3,0,13,7,8,4,5,1,7,10,0,0,6,3.7,109,15.9,12,8,1.2,102130,0
"2006-2007",2007-03-17,"Tottenham","Watford","H",3,1,17,2,11,2,5,4,5,8,0,0,6,3.7,109,15.9,12,8,1.2,102130,0
"2006-2007",2007-03-18,"Charlton","Newcastle","H",2,0,10,12,4,6,5,5,14,20,1,2,5,7.5,153,9.6,8.2,6.9,1.4,100350,0
"2006-2007",2007-03-31,"Charlton","Wigan","H",1,0,4,6,1,1,4,9,10,15,1,3,4,6.9,167,15.3,NA,6.9,0,102160,0
"2006-2007",2007-03-31,"West Ham","Middlesbrough","H",2,0,9,10,6,3,3,4,11,17,0,1,4,6.9,167,15.3,NA,6.9,0,102160,0
"2006-2007",2007-04-01,"Tottenham","Reading","H",1,0,18,6,7,3,5,7,7,6,1,0,2,8.6,189,17,11.6,6.3,0,102690,0
"2006-2007",2007-04-07,"Arsenal","West Ham","A",0,1,29,6,15,5,14,1,10,15,0,1,3,7,179,15.7,10.2,4.6,0,102750,0
"2006-2007",2007-04-07,"Chelsea","Tottenham","H",1,0,11,6,8,5,11,7,13,11,2,1,3,7,179,15.7,10.2,4.6,0,102750,0
"2006-2007",2007-04-09,"Charlton","Reading","D",0,0,8,14,5,6,1,11,13,13,1,0,4,6.9,181,17.6,11.8,6,0,102040,0
"2006-2007",2007-04-14,"Arsenal","Bolton","H",2,1,19,6,9,2,2,5,7,18,2,3,2,10.3,230,23.3,15.6,7.8,0,102280,0
"2006-2007",2007-04-17,"Arsenal","Man City","H",3,1,12,9,10,6,7,3,8,8,0,0,4,6.4,185,18.4,15.1,11.8,0,102540,0
"2006-2007",2007-04-18,"West Ham","Chelsea","A",1,4,14,14,10,7,9,5,21,9,5,2,1,10.2,235,16.4,11.4,6.5,0,102560,0
"2006-2007",2007-04-21,"Charlton","Sheffield United","D",1,1,10,15,2,10,8,3,16,13,5,3,0,10.7,245,19.4,12.6,5.8,0,102120,0
"2006-2007",2007-04-21,"Tottenham","Arsenal","D",2,2,7,17,3,5,4,6,10,6,2,2,0,10.7,245,19.4,12.6,5.8,0,102120,0
"2006-2007",2007-04-21,"West Ham","Everton","H",1,0,15,10,7,2,5,7,16,10,2,1,0,10.7,245,19.4,12.6,5.8,0,102120,0
"2006-2007",2007-04-28,"Chelsea","Bolton","D",2,2,11,6,3,3,11,2,8,10,0,3,1,10.6,254,22.9,15.4,7.9,0,102300,0
"2006-2007",2007-04-29,"Arsenal","Fulham","H",3,1,10,7,5,1,7,6,6,10,2,4,3,9,234,21.2,14.9,8.6,0,101960,0
"2006-2007",2007-05-05,"West Ham","Bolton","H",3,1,9,8,6,3,5,3,17,21,2,5,5,4.6,177,14.9,12,9.1,0,101950,0
"2006-2007",2007-05-06,"Arsenal","Chelsea","D",1,1,7,9,4,4,3,7,19,13,1,2,6,0.6,98,20.4,14.2,8.1,0,101620,0
"2006-2007",2007-05-07,"Charlton","Tottenham","A",0,2,7,9,4,6,11,5,7,4,0,0,5,5,185,19.2,16.4,13.6,3.2,100960,0
"2006-2007",2007-05-09,"Chelsea","Man United","D",0,0,15,5,10,0,8,1,12,20,3,4,8,0,75,15,12.4,9.9,4,101200,0
"2006-2007",2007-05-10,"Tottenham","Blackburn","D",1,1,15,10,7,4,6,6,4,17,0,3,7,2.2,138,16.8,13.4,10,5.8,100490,0
"2006-2007",2007-05-13,"Chelsea","Everton","D",1,1,14,8,10,5,9,2,13,5,2,1,7,0.7,104,15.3,12.8,10.4,7,100020,NA
"2006-2007",2007-05-13,"Tottenham","Man City","H",2,1,8,10,3,5,6,6,11,13,1,1,7,0.7,104,15.3,12.8,10.4,7,100020,NA
"2007-2008",2007-08-11,"West Ham","Man City","A",0,2,9,14,2,5,5,3,13,11,0,4,0,12.5,278,25.8,19.2,12.7,0,101480,NA
"2007-2008",2007-08-12,"Arsenal","Fulham","H",2,1,19,12,13,9,14,4,6,19,1,5,3,5,179,22.7,17.8,12.9,0,100890,NA
"2007-2008",2007-08-12,"Chelsea","Birmingham","H",3,2,19,6,11,4,5,3,8,8,2,1,3,5,179,22.7,17.8,12.9,0,100890,NA
"2007-2008",2007-08-14,"Tottenham","Everton","A",1,3,14,16,8,10,9,4,16,9,2,0,8,0,66,19.5,17.2,14.9,6,100050,NA
"2007-2008",2007-08-18,"Tottenham","Derby","H",4,0,25,4,14,2,9,3,8,14,0,4,8,0.3,80,19.3,16.8,14.3,5.8,101040,NA
"2007-2008",2007-08-25,"Arsenal","Man City","H",1,0,16,8,10,4,8,2,8,9,0,1,0,12.8,259,26.5,18.9,11.3,0,102790,NA
"2007-2008",2007-08-25,"Chelsea","Portsmouth","H",1,0,18,18,7,4,4,6,16,12,0,2,0,12.8,259,26.5,18.9,11.3,0,102790,NA
"2007-2008",2007-08-25,"West Ham","Wigan","D",1,1,13,12,4,3,6,1,11,12,1,2,0,12.8,259,26.5,18.9,11.3,0,102790,NA
"2007-2008",2007-09-02,"Arsenal","Portsmouth","H",3,1,10,15,8,10,8,5,6,12,1,2,6,3.4,127,21.6,17.2,12.7,0.4,101750,NA
"2007-2008",2007-09-15,"Chelsea","Blackburn","D",0,0,16,5,8,1,9,2,21,13,2,2,0,11.2,196,21,14.8,8.7,0.2,102410,NA
"2007-2008",2007-09-15,"Tottenham","Arsenal","A",1,3,14,16,5,10,8,4,28,22,2,2,0,11.2,196,21,14.8,8.7,0.2,102410,NA
"2007-2008",2007-09-15,"West Ham","Middlesbrough","H",3,0,13,16,7,12,5,8,14,14,2,1,0,11.2,196,21,14.8,8.7,0.2,102410,NA
"2007-2008",2007-09-22,"Arsenal","Derby","H",5,0,15,4,9,3,5,4,9,12,1,1,5,3.1,101,21.8,17.6,13.5,0,102040,NA
"2007-2008",2007-09-29,"Chelsea","Fulham","D",0,0,16,6,4,1,9,4,8,18,1,1,7,0.8,60,18,NA,12.4,0.2,101410,NA
"2007-2008",2007-09-29,"West Ham","Arsenal","A",0,1,9,16,4,12,3,14,15,14,2,2,7,0.8,60,18,NA,12.4,0.2,101410,NA
"2007-2008",2007-10-01,"Tottenham","Aston Villa","D",4,4,19,7,12,7,13,3,10,13,2,3,8,0,39,14.6,12.9,11.2,5.4,102200,NA
"2007-2008",2007-10-07,"Arsenal","Sunderland","H",3,2,18,11,8,7,8,2,10,9,0,2,6,0.2,42,16.5,12.3,8.1,0,102250,NA
"2007-2008",2007-10-20,"Arsenal","Bolton","H",2,0,19,1,9,0,5,3,14,20,1,5,1,8.3,110,14.6,9.3,4,0.2,103600,0
"2007-2008",2007-10-21,"West Ham","Sunderland","H",3,1,12,16,7,10,6,7,8,17,3,2,0,9.1,114,14.2,8.2,2.2,0,103080,0
"2007-2008",2007-10-27,"Chelsea","Man City","H",6,0,16,7,9,4,9,3,13,12,2,2,7,0.2,31,14.8,12,9.1,0,102440,0
"2007-2008",2007-10-28,"Tottenham","Blackburn","A",1,2,9,9,6,4,10,2,11,14,4,3,7,0,25,15.2,13.8,12.3,6.2,101500,0
"2007-2008",2007-11-03,"Arsenal","Man United","D",2,2,16,10,6,4,3,4,15,15,1,2,4,5.7,74,16.1,12,7.9,0,103160,0
"2007-2008",2007-11-04,"West Ham","Bolton","D",1,1,9,11,7,6,8,3,13,13,2,1,2,4.8,67,13.1,9.5,5.9,0.2,103030,0
"2007-2008",2007-11-11,"Chelsea","Everton","D",1,1,15,6,10,2,9,1,13,16,2,2,6,0.7,30,13,11.2,9.3,0,101810,0
"2007-2008",2007-11-11,"Tottenham","Wigan","H",4,0,19,6,8,2,5,2,8,16,0,2,6,0.7,30,13,11.2,9.3,0,101810,0
"2007-2008",2007-11-24,"Arsenal","Wigan","H",2,0,13,7,6,2,7,3,9,17,1,4,5,0.2,20,8.3,3,-2.2,0,102530,0
"2007-2008",2007-11-25,"West Ham","Tottenham","D",1,1,14,9,9,5,7,8,33,5,3,4,3,2.2,36,10.7,5.7,0.7,0.2,102450,0
"2007-2008",2007-12-01,"Chelsea","West Ham","H",1,0,14,4,5,1,7,0,15,26,5,3,3,4.2,42,11.1,8.8,6.4,1,100050,0
"2007-2008",2007-12-02,"Tottenham","Birmingham","A",2,3,17,7,9,3,12,3,10,13,0,1,6,0.9,23,13.4,9.8,6.1,2.4,99190,0
"2007-2008",2007-12-08,"Chelsea","Sunderland","H",2,0,11,9,4,2,10,2,6,12,0,1,5,0,13,11.9,7.6,3.2,6.8,99810,0
"2007-2008",2007-12-09,"Tottenham","Man City","H",2,1,12,7,8,3,2,6,7,13,2,3,6,0.2,16,9.8,7.6,5.4,2.8,98370,0
"2007-2008",2007-12-15,"West Ham","Everton","A",0,2,11,12,3,8,9,2,16,14,1,2,6,0.1,14,4,3.4,2.8,0,103560,0
"2007-2008",2007-12-16,"Arsenal","Chelsea","H",1,0,11,10,5,7,3,5,19,12,5,5,3,5.9,46,4.3,1.7,-0.9,0,103690,0
"2007-2008",2007-12-22,"Arsenal","Tottenham","H",2,1,9,10,5,5,5,1,10,10,1,3,7,0.2,15,7.9,2.7,-2.5,0.4,102400,0
"2007-2008",2007-12-26,"Chelsea","Aston Villa","D",4,4,14,9,8,4,3,7,7,11,3,2,4,2.4,30,11.5,7.4,3.3,0,102340,0
"2007-2008",2007-12-26,"Tottenham","Fulham","H",5,1,12,9,8,4,3,5,10,17,1,4,4,2.4,30,11.5,7.4,3.3,0,102340,0
"2007-2008",2007-12-26,"West Ham","Reading","D",1,1,18,13,11,10,10,6,8,6,2,2,4,2.4,30,11.5,7.4,3.3,0,102340,0
"2007-2008",2007-12-29,"Chelsea","Newcastle","H",2,1,16,3,10,2,12,3,9,11,1,2,4,4.5,40,9,7.2,5.3,0,101090,0
"2007-2008",2007-12-29,"Tottenham","Reading","H",6,4,14,11,12,8,3,6,9,12,0,3,4,4.5,40,9,7.2,5.3,0,101090,0
"2007-2008",2007-12-29,"West Ham","Man United","H",2,1,11,7,5,3,6,3,10,12,2,0,4,4.5,40,9,7.2,5.3,0,101090,0
"2007-2008",2008-01-01,"Arsenal","West Ham","H",2,0,21,15,13,7,5,7,5,7,0,3,8,0,13,9.1,7.8,6.6,0.4,102260,0
"2007-2008",2008-01-12,"Arsenal","Birmingham","D",1,1,16,2,9,2,14,3,8,10,1,2,4,6.1,53,10.5,6.1,1.7,1.4,100560,0
"2007-2008",2008-01-12,"Chelsea","Tottenham","H",2,0,8,6,6,2,4,7,17,11,2,4,4,6.1,53,10.5,6.1,1.7,1.4,100560,0
"2007-2008",2008-01-12,"West Ham","Fulham","H",2,1,12,9,9,2,8,7,19,13,0,1,4,6.1,53,10.5,6.1,1.7,1.4,100560,0
"2007-2008",2008-01-19,"Tottenham","Sunderland","H",2,0,17,14,13,8,6,7,13,13,2,2,8,0,16,14.5,11.2,7.9,0,101750,0
"2007-2008",2008-01-29,"Arsenal","Newcastle","H",3,0,10,7,4,3,4,2,11,15,1,3,5,2.1,40,11.1,7,2.8,3.8,102680,0
"2007-2008",2008-01-30,"Chelsea","Reading","H",1,0,16,7,10,2,10,9,13,9,0,0,5,6.5,69,8.7,6.4,4.1,0,102680,0
"2007-2008",2008-01-30,"West Ham","Liverpool","H",1,0,8,13,2,5,4,6,11,19,0,3,5,6.5,69,8.7,6.4,4.1,0,102680,0
"2007-2008",2008-02-02,"Tottenham","Man United","D",1,1,10,16,8,10,8,9,18,10,3,7,3,6.8,73,7,3,-1,0,101350,0
"2007-2008",2008-02-09,"West Ham","Birmingham","D",1,1,18,5,10,3,7,4,12,20,0,5,0,8.7,93,14.9,8.5,2.1,0,103080,0
"2007-2008",2008-02-10,"Chelsea","Liverpool","D",0,0,5,10,3,4,6,4,14,18,3,2,3,8.1,90,15.2,7.9,0.6,0,103350,NA
"2007-2008",2008-02-11,"Arsenal","Blackburn","H",2,0,13,6,9,2,7,5,12,6,1,0,0,8.4,94,12.4,6.6,0.9,0.2,103340,0
"2007-2008",2008-03-01,"Arsenal","Aston Villa","D",1,1,16,5,7,4,8,7,8,13,1,2,5,5.5,108,12.9,8.9,4.9,0,100730,0
"2007-2008",2008-03-01,"West Ham","Chelsea","A",0,4,9,13,7,8,6,1,14,6,0,2,5,5.5,108,12.9,8.9,4.9,0,100730,0
"2007-2008",2008-03-09,"Tottenham","West Ham","H",4,0,18,8,11,4,8,4,6,17,0,2,5,3,92,10.9,8.1,5.3,11.8,99600,0
"2007-2008",2008-03-12,"Chelsea","Derby","H",6,1,14,4,10,3,7,0,7,17,0,1,5,4,107,11.2,8.4,5.5,0,100020,0
"2007-2008",2008-03-15,"Arsenal","Middlesbrough","D",1,1,17,4,9,1,11,1,7,10,0,2,7,0.3,54,14.5,11.1,7.7,14,100400,0
"2007-2008",2008-03-15,"West Ham","Blackburn","H",2,1,12,9,6,5,8,10,11,13,1,3,7,0.3,54,14.5,11.1,7.7,14,100400,0
"2007-2008",2008-03-19,"Tottenham","Chelsea","D",4,4,10,10,9,8,10,2,10,16,2,2,4,4.4,121,8.4,5.2,2,0,102320,0
"2007-2008",2008-03-22,"Tottenham","Portsmouth","H",2,0,17,4,8,4,7,2,8,13,0,1,6,2.9,105,6,4,1.9,1,99920,0
"2007-2008",2008-03-23,"Chelsea","Arsenal","H",2,1,11,7,8,5,4,2,10,13,3,1,5,0.7,70,5.2,1.4,-2.4,0.8,100100,0
"2007-2008",2008-03-30,"Chelsea","Middlesbrough","H",1,0,16,7,6,3,8,3,11,9,1,1,4,6.2,159,14.2,11.2,8.3,0,100030,0
"2007-2008",2008-03-30,"Tottenham","Newcastle","A",1,4,18,17,10,9,6,7,10,8,1,1,4,6.2,159,14.2,11.2,8.3,0,100030,0
"2007-2008",2008-04-05,"Arsenal","Liverpool","D",1,1,8,11,6,4,5,3,10,10,1,2,6,2.7,118,10.1,8.2,6.3,5.2,101540,0
"2007-2008",2008-04-08,"West Ham","Portsmouth","A",0,1,10,18,8,9,7,4,16,11,0,0,2,7.4,187,10.9,5.2,-0.6,0,100360,0
"2007-2008",2008-04-12,"Tottenham","Middlesbrough","D",1,1,12,13,9,7,2,7,6,19,0,3,5,5.9,173,12.9,9.1,5.3,1.6,100370,0
"2007-2008",2008-04-14,"Chelsea","Wigan","D",1,1,19,6,10,5,9,3,10,17,0,2,3,8,203,12.7,7.5,2.3,0.2,101750,0
"2007-2008",2008-04-19,"Arsenal","Reading","H",2,0,19,4,12,2,12,4,7,15,0,3,8,0,65,10.1,8.7,7.3,0.4,99840,0
"2007-2008",2008-04-19,"West Ham","Derby","H",2,1,12,12,8,8,5,11,11,13,2,1,8,0,65,10.1,8.7,7.3,0.4,99840,0
"2007-2008",2008-04-26,"Chelsea","Man United","H",2,1,13,7,8,6,8,3,14,16,3,4,2,9.3,236,20.8,14.6,8.4,0,102340,0
"2007-2008",2008-04-26,"Tottenham","Bolton","D",1,1,26,7,13,4,12,3,6,11,1,3,2,9.3,236,20.8,14.6,8.4,0,102340,0
"2007-2008",2008-04-26,"West Ham","Newcastle","D",2,2,18,4,11,3,6,1,13,11,2,3,2,9.3,236,20.8,14.6,8.4,0,102340,0
"2007-2008",2008-05-04,"Arsenal","Everton","H",1,0,11,8,2,4,8,3,10,4,0,1,7,0,73,22,17.4,12.8,0,102150,NA
"2007-2008",2008-05-11,"Chelsea","Bolton","D",1,1,19,6,12,4,9,2,12,8,1,3,1,12.8,298,26.7,19.8,13,0,101860,NA
"2007-2008",2008-05-11,"Tottenham","Liverpool","A",0,2,6,18,3,12,8,4,11,9,1,1,1,12.8,298,26.7,19.8,13,0,101860,NA
"2007-2008",2008-05-11,"West Ham","Aston Villa","D",2,2,16,13,8,8,7,8,9,21,2,2,1,12.8,298,26.7,19.8,13,0,101860,NA
"2008-2009",2008-08-16,"Arsenal","West Brom","H",1,0,24,5,14,4,7,5,11,8,0,0,7,2.6,134,22.3,17.2,12.1,0.4,100850,NA
"2008-2009",2008-08-16,"West Ham","Wigan","H",2,1,15,22,8,9,6,10,14,11,2,1,7,2.6,134,22.3,17.2,12.1,0.4,100850,NA
"2008-2009",2008-08-17,"Chelsea","Portsmouth","H",4,0,18,12,11,8,8,3,10,6,0,1,6,4.1,159,21.7,18.4,15.2,5.6,100560,NA
"2008-2009",2008-08-23,"Tottenham","Sunderland","A",1,2,18,12,11,7,12,6,12,12,1,2,4,6.9,192,21.3,15.2,9.1,2.6,101480,NA
"2008-2009",2008-08-30,"Arsenal","Newcastle","H",3,0,20,4,14,2,12,1,12,11,2,2,3,9.4,212,26.7,22.3,17.9,4.6,101560,NA
"2008-2009",2008-08-30,"West Ham","Blackburn","H",4,1,11,12,6,7,10,4,14,21,1,5,3,9.4,212,26.7,22.3,17.9,4.6,101560,NA
"2008-2009",2008-08-31,"Chelsea","Tottenham","D",1,1,12,6,3,6,5,8,10,13,3,0,5,0.8,85,22.4,17.8,13.3,13.4,101040,NA
"2008-2009",2008-09-15,"Tottenham","Aston Villa","A",1,2,17,17,10,13,12,8,15,12,1,4,6,2.7,102,18.5,14.5,10.5,0,102480,NA
"2008-2009",2008-09-20,"West Ham","Newcastle","H",3,1,12,11,6,8,2,6,8,21,1,2,0,9.8,172,20.2,14.1,8,0,103070,NA
